,point,Building,Equipment_Type,Equipment_Number,Sensor_Type
53851,THUR.AHU.AHU_AC1.Supply Air Fan VFD Power,THUR,AHU,AHU_AC1,Supply Air Fan VFD Power
53852,THUR.AHU.AHU_AC2.Supply Air Fan VFD Power,THUR,AHU,AHU_AC2,Supply Air Fan VFD Power
53853,THUR.AHU.AHU_AC3.Supply Air Fan VFD Power,THUR,AHU,AHU_AC3,Supply Air Fan VFD Power
53854,THUR.AHU.AHU01.Cooling Valve Output,THUR,AHU,AHU01,Cooling Valve Output
53855,THUR.AHU.AHU01.Economizer Mode,THUR,AHU,AHU01,Economizer Mode
53856,THUR.AHU.AHU01.Mixed Air Damper Command,THUR,AHU,AHU01,Mixed Air Damper Command
53857,THUR.AHU.AHU01.Mixed Air Damper Minimum,THUR,AHU,AHU01,Mixed Air Damper Minimum
53858,THUR.AHU.AHU01.Mixed Air Damper Output,THUR,AHU,AHU01,Mixed Air Damper Output
53859,THUR.AHU.AHU01.Mixed Air Temp,THUR,AHU,AHU01,Mixed Air Temp
53860,THUR.AHU.AHU01.Outside Air Temp,THUR,AHU,AHU01,Outside Air Temp
53861,THUR.AHU.AHU01.Outside Air Temp Virt,THUR,AHU,AHU01,Outside Air Temp Virt
53862,THUR.AHU.AHU01.Return Air Temp,THUR,AHU,AHU01,Return Air Temp
53863,THUR.AHU.AHU01.Supply Air Pressure,THUR,AHU,AHU01,Supply Air Pressure
53864,THUR.AHU.AHU01.Supply Air Pressure Sp,THUR,AHU,AHU01,Supply Air Pressure Sp
53865,THUR.AHU.AHU01.Supply Air Temp,THUR,AHU,AHU01,Supply Air Temp
53866,THUR.AHU.AHU01.Supply Air Temp Sp,THUR,AHU,AHU01,Supply Air Temp Sp
53867,THUR.AHU.EF32_33.EFVFDSIG,THUR,AHU,EF32_33,EFVFDSIG
53868,THUR.AHU.PF1.Cooling Valve Output,THUR,AHU,PF1,Cooling Valve Output
53871,THUR.AHU.PF1.Supply Air Fan Start/Stop,THUR,AHU,PF1,Supply Air Fan Start/Stop
53872,THUR.AHU.PF-1.Supply Air Fan Start/Stop,THUR,AHU,PF-1,Supply Air Fan Start/Stop
53873,THUR.AHU.PF-1.VFD SIG OUT,THUR,AHU,PF-1,VFD SIG OUT
55489,TUPP.AHU.1NE.CCV,TUPP,AHU,1NE,CCV
55490,TUPP.AHU.1NE.Cooling Valve Output,TUPP,AHU,1NE,Cooling Valve Output
55491,TUPP.AHU.1NE.EHS,TUPP,AHU,1NE,EHS
55492,TUPP.AHU.1NE.EPS,TUPP,AHU,1NE,EPS
55493,TUPP.AHU.1NE.FAN STATUS,TUPP,AHU,1NE,FAN STATUS
55494,TUPP.AHU.1NE.HCV,TUPP,AHU,1NE,HCV
55495,TUPP.AHU.1NE.Heating Valve Output,TUPP,AHU,1NE,Heating Valve Output
55496,TUPP.AHU.1NE.MODE,TUPP,AHU,1NE,MODE
55497,TUPP.AHU.1NE.SPEED,TUPP,AHU,1NE,SPEED
55498,TUPP.AHU.1NE.SSP,TUPP,AHU,1NE,SSP
55499,TUPP.AHU.1NE.SSS,TUPP,AHU,1NE,SSS
55500,TUPP.AHU.1NE.Supply Air Temp,TUPP,AHU,1NE,Supply Air Temp
55501,TUPP.AHU.1NE.Supply Air Temp Sp,TUPP,AHU,1NE,Supply Air Temp Sp
55502,TUPP.AHU.1NW.CCV,TUPP,AHU,1NW,CCV
55503,TUPP.AHU.1NW.Cooling Valve Output,TUPP,AHU,1NW,Cooling Valve Output
55504,TUPP.AHU.1NW.HCV,TUPP,AHU,1NW,HCV
55505,TUPP.AHU.1NW.Heating Valve Output,TUPP,AHU,1NW,Heating Valve Output
55506,TUPP.AHU.1NW.MODE,TUPP,AHU,1NW,MODE
55507,TUPP.AHU.1NW.SPEED,TUPP,AHU,1NW,SPEED
55508,TUPP.AHU.1NW.SSP,TUPP,AHU,1NW,SSP
55509,TUPP.AHU.1NW.Supply Air Temp,TUPP,AHU,1NW,Supply Air Temp
55510,TUPP.AHU.1NW.Supply Air Temp Sp,TUPP,AHU,1NW,Supply Air Temp Sp
55511,TUPP.AHU.1SE.CCV,TUPP,AHU,1SE,CCV
55512,TUPP.AHU.1SE.Cooling Valve Output,TUPP,AHU,1SE,Cooling Valve Output
55513,TUPP.AHU.1SE.HCV,TUPP,AHU,1SE,HCV
55514,TUPP.AHU.1SE.Heating Valve Output,TUPP,AHU,1SE,Heating Valve Output
55515,TUPP.AHU.1SE.MODE,TUPP,AHU,1SE,MODE
55516,TUPP.AHU.1SE.SPEED,TUPP,AHU,1SE,SPEED
55517,TUPP.AHU.1SE.SSP,TUPP,AHU,1SE,SSP
55518,TUPP.AHU.1SE.SSS,TUPP,AHU,1SE,SSS
55519,TUPP.AHU.1SE.Supply Air Temp,TUPP,AHU,1SE,Supply Air Temp
55520,TUPP.AHU.1SE.Supply Air Temp Sp,TUPP,AHU,1SE,Supply Air Temp Sp
55521,TUPP.AHU.1SW.CCV,TUPP,AHU,1SW,CCV
55522,TUPP.AHU.1SW.Cooling Valve Output,TUPP,AHU,1SW,Cooling Valve Output
55523,TUPP.AHU.1SW.HCV,TUPP,AHU,1SW,HCV
55524,TUPP.AHU.1SW.Heating Valve Output,TUPP,AHU,1SW,Heating Valve Output
55525,TUPP.AHU.1SW.MODE,TUPP,AHU,1SW,MODE
55526,TUPP.AHU.1SW.SPEED,TUPP,AHU,1SW,SPEED
55527,TUPP.AHU.1SW.SSP,TUPP,AHU,1SW,SSP
55528,TUPP.AHU.1SW.SSS,TUPP,AHU,1SW,SSS
55529,TUPP.AHU.1SW.Supply Air Temp,TUPP,AHU,1SW,Supply Air Temp
55530,TUPP.AHU.1SW.Supply Air Temp Sp,TUPP,AHU,1SW,Supply Air Temp Sp
55531,TUPP.AHU.2NE.CCV,TUPP,AHU,2NE,CCV
55532,TUPP.AHU.2NE.Cooling Valve Output,TUPP,AHU,2NE,Cooling Valve Output
55533,TUPP.AHU.2NE.HCV,TUPP,AHU,2NE,HCV
55534,TUPP.AHU.2NE.Heating Valve Output,TUPP,AHU,2NE,Heating Valve Output
55535,TUPP.AHU.2NE.MODE,TUPP,AHU,2NE,MODE
55536,TUPP.AHU.2NE.SPEED,TUPP,AHU,2NE,SPEED
55537,TUPP.AHU.2NE.SSP,TUPP,AHU,2NE,SSP
55538,TUPP.AHU.2NE.SSS,TUPP,AHU,2NE,SSS
55539,TUPP.AHU.2NE.Supply Air Temp,TUPP,AHU,2NE,Supply Air Temp
55540,TUPP.AHU.2NE.Supply Air Temp Sp,TUPP,AHU,2NE,Supply Air Temp Sp
55541,TUPP.AHU.2NW.CCV,TUPP,AHU,2NW,CCV
55542,TUPP.AHU.2NW.Cooling Valve Output,TUPP,AHU,2NW,Cooling Valve Output
55543,TUPP.AHU.2NW.HCV,TUPP,AHU,2NW,HCV
55544,TUPP.AHU.2NW.Heating Valve Output,TUPP,AHU,2NW,Heating Valve Output
55545,TUPP.AHU.2NW.MODE,TUPP,AHU,2NW,MODE
55546,TUPP.AHU.2NW.SPEED,TUPP,AHU,2NW,SPEED
55547,TUPP.AHU.2NW.SSP,TUPP,AHU,2NW,SSP
55548,TUPP.AHU.2NW.SSS,TUPP,AHU,2NW,SSS
55549,TUPP.AHU.2NW.Supply Air Temp,TUPP,AHU,2NW,Supply Air Temp
55550,TUPP.AHU.2NW.Supply Air Temp Sp,TUPP,AHU,2NW,Supply Air Temp Sp
55551,TUPP.AHU.2SE.CCV,TUPP,AHU,2SE,CCV
55552,TUPP.AHU.2SE.Cooling Valve Output,TUPP,AHU,2SE,Cooling Valve Output
55553,TUPP.AHU.2SE.HCV,TUPP,AHU,2SE,HCV
55554,TUPP.AHU.2SE.Heating Valve Output,TUPP,AHU,2SE,Heating Valve Output
55555,TUPP.AHU.2SE.MODE,TUPP,AHU,2SE,MODE
55556,TUPP.AHU.2SE.SPEED,TUPP,AHU,2SE,SPEED
55557,TUPP.AHU.2SE.SSP,TUPP,AHU,2SE,SSP
55558,TUPP.AHU.2SE.SSS,TUPP,AHU,2SE,SSS
55559,TUPP.AHU.2SE.Supply Air Temp,TUPP,AHU,2SE,Supply Air Temp
55560,TUPP.AHU.2SE.Supply Air Temp Sp,TUPP,AHU,2SE,Supply Air Temp Sp
55561,TUPP.AHU.2SW.CCV,TUPP,AHU,2SW,CCV
55562,TUPP.AHU.2SW.Cooling Valve Output,TUPP,AHU,2SW,Cooling Valve Output
55563,TUPP.AHU.2SW.HCV,TUPP,AHU,2SW,HCV
55564,TUPP.AHU.2SW.Heating Valve Output,TUPP,AHU,2SW,Heating Valve Output
55565,TUPP.AHU.2SW.MODE,TUPP,AHU,2SW,MODE
55566,TUPP.AHU.2SW.SPEED,TUPP,AHU,2SW,SPEED
55567,TUPP.AHU.2SW.SSP,TUPP,AHU,2SW,SSP
55568,TUPP.AHU.2SW.SSS,TUPP,AHU,2SW,SSS
55569,TUPP.AHU.2SW.Supply Air Temp,TUPP,AHU,2SW,Supply Air Temp
55570,TUPP.AHU.2SW.Supply Air Temp Sp,TUPP,AHU,2SW,Supply Air Temp Sp
55571,TUPP.AHU.3NE.CCV,TUPP,AHU,3NE,CCV
55572,TUPP.AHU.3NE.Cooling Valve Output,TUPP,AHU,3NE,Cooling Valve Output
55573,TUPP.AHU.3NE.HCV,TUPP,AHU,3NE,HCV
55574,TUPP.AHU.3NE.Heating Valve Output,TUPP,AHU,3NE,Heating Valve Output
55575,TUPP.AHU.3NE.MODE,TUPP,AHU,3NE,MODE
55576,TUPP.AHU.3NE.SPEED,TUPP,AHU,3NE,SPEED
55577,TUPP.AHU.3NE.SSP,TUPP,AHU,3NE,SSP
55578,TUPP.AHU.3NE.SSS,TUPP,AHU,3NE,SSS
55579,TUPP.AHU.3NE.Supply Air Temp,TUPP,AHU,3NE,Supply Air Temp
55580,TUPP.AHU.3NE.Supply Air Temp Sp,TUPP,AHU,3NE,Supply Air Temp Sp
55581,TUPP.AHU.3NW.CCV,TUPP,AHU,3NW,CCV
55582,TUPP.AHU.3NW.Cooling Valve Output,TUPP,AHU,3NW,Cooling Valve Output
55583,TUPP.AHU.3NW.HCV,TUPP,AHU,3NW,HCV
55584,TUPP.AHU.3NW.Heating Valve Output,TUPP,AHU,3NW,Heating Valve Output
55585,TUPP.AHU.3NW.MODE,TUPP,AHU,3NW,MODE
55586,TUPP.AHU.3NW.SPEED,TUPP,AHU,3NW,SPEED
55587,TUPP.AHU.3NW.SSP,TUPP,AHU,3NW,SSP
55588,TUPP.AHU.3NW.SSS,TUPP,AHU,3NW,SSS
55589,TUPP.AHU.3NW.Supply Air Temp,TUPP,AHU,3NW,Supply Air Temp
55590,TUPP.AHU.3NW.Supply Air Temp Sp,TUPP,AHU,3NW,Supply Air Temp Sp
55591,TUPP.AHU.3SE.CCV,TUPP,AHU,3SE,CCV
55592,TUPP.AHU.3SE.Cooling Valve Output,TUPP,AHU,3SE,Cooling Valve Output
55593,TUPP.AHU.3SE.HCV,TUPP,AHU,3SE,HCV
55594,TUPP.AHU.3SE.Heating Valve Output,TUPP,AHU,3SE,Heating Valve Output
55595,TUPP.AHU.3SE.MODE,TUPP,AHU,3SE,MODE
55596,TUPP.AHU.3SE.SPEED,TUPP,AHU,3SE,SPEED
55597,TUPP.AHU.3SE.SSP,TUPP,AHU,3SE,SSP
55598,TUPP.AHU.3SE.SSS,TUPP,AHU,3SE,SSS
55599,TUPP.AHU.3SE.Supply Air Temp,TUPP,AHU,3SE,Supply Air Temp
55600,TUPP.AHU.3SE.Supply Air Temp Sp,TUPP,AHU,3SE,Supply Air Temp Sp
55612,TUPP.AHU.3SW.CCV,TUPP,AHU,3SW,CCV
55613,TUPP.AHU.3SW.Cooling Valve Output,TUPP,AHU,3SW,Cooling Valve Output
55614,TUPP.AHU.3SW.HCV,TUPP,AHU,3SW,HCV
55615,TUPP.AHU.3SW.Heating Valve Output,TUPP,AHU,3SW,Heating Valve Output
55616,TUPP.AHU.3SW.MODE,TUPP,AHU,3SW,MODE
55617,TUPP.AHU.3SW.SPEED,TUPP,AHU,3SW,SPEED
55618,TUPP.AHU.3SW.SSP,TUPP,AHU,3SW,SSP
55619,TUPP.AHU.3SW.SSS,TUPP,AHU,3SW,SSS
55620,TUPP.AHU.3SW.Supply Air Temp,TUPP,AHU,3SW,Supply Air Temp
55621,TUPP.AHU.3SW.Supply Air Temp Sp,TUPP,AHU,3SW,Supply Air Temp Sp
55622,TUPP.AHU.4NE.CCV,TUPP,AHU,4NE,CCV
55623,TUPP.AHU.4NE.Cooling Valve Output,TUPP,AHU,4NE,Cooling Valve Output
55624,TUPP.AHU.4NE.HCV,TUPP,AHU,4NE,HCV
55625,TUPP.AHU.4NE.Heating Valve Output,TUPP,AHU,4NE,Heating Valve Output
55626,TUPP.AHU.4NE.MODE,TUPP,AHU,4NE,MODE
55627,TUPP.AHU.4NE.SPEED,TUPP,AHU,4NE,SPEED
55628,TUPP.AHU.4NE.SSP,TUPP,AHU,4NE,SSP
55629,TUPP.AHU.4NE.SSS,TUPP,AHU,4NE,SSS
55630,TUPP.AHU.4NE.Supply Air Temp,TUPP,AHU,4NE,Supply Air Temp
55631,TUPP.AHU.4NE.Supply Air Temp Sp,TUPP,AHU,4NE,Supply Air Temp Sp
55632,TUPP.AHU.4NW.CCV,TUPP,AHU,4NW,CCV
55633,TUPP.AHU.4NW.Cooling Valve Output,TUPP,AHU,4NW,Cooling Valve Output
55634,TUPP.AHU.4NW.HCV,TUPP,AHU,4NW,HCV
55635,TUPP.AHU.4NW.Heating Valve Output,TUPP,AHU,4NW,Heating Valve Output
55636,TUPP.AHU.4NW.MODE,TUPP,AHU,4NW,MODE
55637,TUPP.AHU.4NW.SPEED,TUPP,AHU,4NW,SPEED
55638,TUPP.AHU.4NW.SSP,TUPP,AHU,4NW,SSP
55639,TUPP.AHU.4NW.SSS,TUPP,AHU,4NW,SSS
55640,TUPP.AHU.4NW.Supply Air Temp,TUPP,AHU,4NW,Supply Air Temp
55641,TUPP.AHU.4NW.Supply Air Temp Sp,TUPP,AHU,4NW,Supply Air Temp Sp
55642,TUPP.AHU.4SE.CCV,TUPP,AHU,4SE,CCV
55643,TUPP.AHU.4SE.Cooling Valve Output,TUPP,AHU,4SE,Cooling Valve Output
55644,TUPP.AHU.4SE.HCV,TUPP,AHU,4SE,HCV
55645,TUPP.AHU.4SE.Heating Valve Output,TUPP,AHU,4SE,Heating Valve Output
55646,TUPP.AHU.4SE.MODE,TUPP,AHU,4SE,MODE
55647,TUPP.AHU.4SE.SPEED,TUPP,AHU,4SE,SPEED
55648,TUPP.AHU.4SE.SSP,TUPP,AHU,4SE,SSP
55649,TUPP.AHU.4SE.SSS,TUPP,AHU,4SE,SSS
55650,TUPP.AHU.4SE.Supply Air Temp,TUPP,AHU,4SE,Supply Air Temp
55651,TUPP.AHU.4SE.Supply Air Temp Sp,TUPP,AHU,4SE,Supply Air Temp Sp
55652,TUPP.AHU.4SW.CCV,TUPP,AHU,4SW,CCV
55653,TUPP.AHU.4SW.Cooling Valve Output,TUPP,AHU,4SW,Cooling Valve Output
55654,TUPP.AHU.4SW.HCV,TUPP,AHU,4SW,HCV
55655,TUPP.AHU.4SW.Heating Valve Output,TUPP,AHU,4SW,Heating Valve Output
55656,TUPP.AHU.4SW.MODE,TUPP,AHU,4SW,MODE
55657,TUPP.AHU.4SW.SPEED,TUPP,AHU,4SW,SPEED
55658,TUPP.AHU.4SW.SSP,TUPP,AHU,4SW,SSP
55659,TUPP.AHU.4SW.SSS,TUPP,AHU,4SW,SSS
55660,TUPP.AHU.4SW.Supply Air Temp,TUPP,AHU,4SW,Supply Air Temp
55661,TUPP.AHU.4SW.Supply Air Temp Sp,TUPP,AHU,4SW,Supply Air Temp Sp
56212,TWALL.AHU.VFC1160A.Supply Air Fan Start/Stop,TWALL,AHU,VFC1160A,Supply Air Fan Start/Stop
56213,TWALL.AHU.VFC1160B.Supply Air Fan Start/Stop,TWALL,AHU,VFC1160B,Supply Air Fan Start/Stop
57684,VM2.AHU.AC01.CCV,VM2,AHU,AC01,CCV
57685,VM2.AHU.AC01.CDS,VM2,AHU,AC01,CDS
57686,VM2.AHU.AC01.EF03 VFD Frequency,VM2,AHU,AC01,EF03 VFD Frequency
57687,VM2.AHU.AC01.EF03 VFD Power,VM2,AHU,AC01,EF03 VFD Power
57688,VM2.AHU.AC01.EF03 VFD:DRIVE KWH,VM2,AHU,AC01,EF03 VFD:DRIVE KWH
57694,VM2.AHU.AC01.HCV,VM2,AHU,AC01,HCV
57695,VM2.AHU.AC01.Heating Valve Output,VM2,AHU,AC01,Heating Valve Output
57696,VM2.AHU.AC01.Supply Air Fan Start/Stop,VM2,AHU,AC01,Supply Air Fan Start/Stop
57697,VM2.AHU.AC01.Supply Air Temp,VM2,AHU,AC01,Supply Air Temp
57698,VM2.AHU.AC01.Supply Air Temp Sp,VM2,AHU,AC01,Supply Air Temp Sp
57699,VM2.AHU.AC01.Supply Fan Speed,VM2,AHU,AC01,Supply Fan Speed
57700,VM2.AHU.AC01A.CCV,VM2,AHU,AC01A,CCV
57701,VM2.AHU.AC01A.EF1,VM2,AHU,AC01A,EF1
57702,VM2.AHU.AC01A.HCV,VM2,AHU,AC01A,HCV
57703,VM2.AHU.AC01A.Heating Valve Output,VM2,AHU,AC01A,Heating Valve Output
57704,VM2.AHU.AC01A.MOD,VM2,AHU,AC01A,MOD
57705,VM2.AHU.AC01A.Outside Air Temp,VM2,AHU,AC01A,Outside Air Temp
57706,VM2.AHU.AC01A.Supply Air Fan Start/Stop,VM2,AHU,AC01A,Supply Air Fan Start/Stop
57707,VM2.AHU.AC01A.Supply Air Temp,VM2,AHU,AC01A,Supply Air Temp
57708,VM2.AHU.AC01A.Supply Air Temp Sp,VM2,AHU,AC01A,Supply Air Temp Sp
57709,VM2.AHU.AC02.CCV,VM2,AHU,AC02,CCV
57710,VM2.AHU.AC02.CDS,VM2,AHU,AC02,CDS
57711,VM2.AHU.AC02.Economizer Mode,VM2,AHU,AC02,Economizer Mode
57712,VM2.AHU.AC02.HCV,VM2,AHU,AC02,HCV
57713,VM2.AHU.AC02.Heating Valve Output,VM2,AHU,AC02,Heating Valve Output
57714,VM2.AHU.AC02.MAO,VM2,AHU,AC02,MAO
57715,VM2.AHU.AC02.MAS,VM2,AHU,AC02,MAS
57716,VM2.AHU.AC02.Mixed Air Damper,VM2,AHU,AC02,Mixed Air Damper
57717,VM2.AHU.AC02.Mixed Air Temp,VM2,AHU,AC02,Mixed Air Temp
57718,VM2.AHU.AC02.Outside Air Temp Virt,VM2,AHU,AC02,Outside Air Temp Virt
57719,VM2.AHU.AC02.RAF,VM2,AHU,AC02,RAF
57720,VM2.AHU.AC02.Return Air Fan VFD Power,VM2,AHU,AC02,Return Air Fan VFD Power
57721,VM2.AHU.AC02.Return Air Fan VFD:DRIVE KWH,VM2,AHU,AC02,Return Air Fan VFD:DRIVE KWH
57722,VM2.AHU.AC02.Return Air Temp,VM2,AHU,AC02,Return Air Temp
57723,VM2.AHU.AC02.Return Fan Speed,VM2,AHU,AC02,Return Fan Speed
57724,VM2.AHU.AC02.Return Fan Start/Stop Proof,VM2,AHU,AC02,Return Fan Start/Stop Proof
57725,VM2.AHU.AC02.Return Fan VFD Frequency,VM2,AHU,AC02,Return Fan VFD Frequency
57726,VM2.AHU.AC02.Supply Air Fan Start/Stop,VM2,AHU,AC02,Supply Air Fan Start/Stop
57727,VM2.AHU.AC02.Supply Air Temp,VM2,AHU,AC02,Supply Air Temp
57728,VM2.AHU.AC02.Supply Air Temp Sp,VM2,AHU,AC02,Supply Air Temp Sp
57729,VM2.AHU.AC02.Supply Fan Speed,VM2,AHU,AC02,Supply Fan Speed
57730,VM2.AHU.AC1.Cooling Valve Output,VM2,AHU,AC1,Cooling Valve Output
57731,VM2.AHU.AC1A.Cooling Valve Output,VM2,AHU,AC1A,Cooling Valve Output
57732,VM2.AHU.AC2.Cooling Valve Output,VM2,AHU,AC2,Cooling Valve Output
57733,VM2.AHU.AHU_AC01.Supply Air Fan VFD Power,VM2,AHU,AHU_AC01,Supply Air Fan VFD Power
57734,VM2.AHU.AHU_AC01.Supply Air Fan VFD:DRIVE KWH,VM2,AHU,AHU_AC01,Supply Air Fan VFD:DRIVE KWH
57735,VM2.AHU.AHU_AC01.Supply Fan VFD Frequency,VM2,AHU,AHU_AC01,Supply Fan VFD Frequency
57736,VM2.AHU.AHU_AC02.Supply Air Fan VFD Power,VM2,AHU,AHU_AC02,Supply Air Fan VFD Power
57737,VM2.AHU.AHU_AC02.Supply Air Fan VFD:DRIVE KWH,VM2,AHU,AHU_AC02,Supply Air Fan VFD:DRIVE KWH
57738,VM2.AHU.AHU_AC02.Supply Fan VFD Frequency,VM2,AHU,AHU_AC02,Supply Fan VFD Frequency
57741,VM2.AHU.FC3.Supply Air Fan Start/Stop,VM2,AHU,FC3,Supply Air Fan Start/Stop
57825,VM3A.AHU.AHU01.CCV,VM3A,AHU,AHU01,CCV
57826,VM3A.AHU.AHU01.Cooling Valve Output,VM3A,AHU,AHU01,Cooling Valve Output
57827,VM3A.AHU.AHU01.Heating Valve Output,VM3A,AHU,AHU01,Heating Valve Output
57828,VM3A.AHU.AHU01.OCC,VM3A,AHU,AHU01,OCC
57829,VM3A.AHU.AHU01.Outside Air Temp,VM3A,AHU,AHU01,Outside Air Temp
57830,VM3A.AHU.AHU01.OVERRIDE,VM3A,AHU,AHU01,OVERRIDE
57831,VM3A.AHU.AHU01.OVR,VM3A,AHU,AHU01,OVR
57832,VM3A.AHU.AHU01.RLFDOOR,VM3A,AHU,AHU01,RLFDOOR
57833,VM3A.AHU.AHU01.SAO,VM3A,AHU,AHU01,SAO
57835,VM3A.AHU.AHU01.Supply Air Fan Start/Stop,VM3A,AHU,AHU01,Supply Air Fan Start/Stop
57836,VM3A.AHU.AHU01.Supply Air Fan VFD Power,VM3A,AHU,AHU01,Supply Air Fan VFD Power
57837,VM3A.AHU.AHU01.Supply Air Pressure,VM3A,AHU,AHU01,Supply Air Pressure
57838,VM3A.AHU.AHU01.Supply Air Pressure Sp,VM3A,AHU,AHU01,Supply Air Pressure Sp
57839,VM3A.AHU.AHU01.Supply Air Temp,VM3A,AHU,AHU01,Supply Air Temp
57840,VM3A.AHU.AHU01.Supply Air Temp Sp,VM3A,AHU,AHU01,Supply Air Temp Sp
57841,VM3A.AHU.AHU01.Supply Fan Proof,VM3A,AHU,AHU01,Supply Fan Proof
57842,VM3A.AHU.AHU01.Supply Fan Speed,VM3A,AHU,AHU01,Supply Fan Speed
57843,VM3A.AHU.AHU01.Supply Fan VFD Frequency,VM3A,AHU,AHU01,Supply Fan VFD Frequency
57844,VM3A.AHU.AHU02.Cooling Valve Output,VM3A,AHU,AHU02,Cooling Valve Output
57845,VM3A.AHU.AHU02.Heating Valve Output,VM3A,AHU,AHU02,Heating Valve Output
57846,VM3A.AHU.AHU02.Outside Air Temp,VM3A,AHU,AHU02,Outside Air Temp
57847,VM3A.AHU.AHU02.Supply Air Fan Start/Stop,VM3A,AHU,AHU02,Supply Air Fan Start/Stop
57848,VM3A.AHU.AHU02.Supply Air Fan VFD Power,VM3A,AHU,AHU02,Supply Air Fan VFD Power
57849,VM3A.AHU.AHU02.Supply Air Pressure,VM3A,AHU,AHU02,Supply Air Pressure
57850,VM3A.AHU.AHU02.Supply Air Temp,VM3A,AHU,AHU02,Supply Air Temp
57851,VM3A.AHU.AHU02.Supply Air Temp Sp,VM3A,AHU,AHU02,Supply Air Temp Sp
57852,VM3A.AHU.AHU02.Supply Fan Proof,VM3A,AHU,AHU02,Supply Fan Proof
57853,VM3A.AHU.AHU03.Cooling Valve Output,VM3A,AHU,AHU03,Cooling Valve Output
57854,VM3A.AHU.AHU03.Heating Valve Output,VM3A,AHU,AHU03,Heating Valve Output
57855,VM3A.AHU.AHU03.Outside Air Temp,VM3A,AHU,AHU03,Outside Air Temp
57856,VM3A.AHU.AHU03.Supply Air Fan Start/Stop,VM3A,AHU,AHU03,Supply Air Fan Start/Stop
57857,VM3A.AHU.AHU03.Supply Air Fan VFD Power,VM3A,AHU,AHU03,Supply Air Fan VFD Power
57858,VM3A.AHU.AHU03.Supply Air Pressure,VM3A,AHU,AHU03,Supply Air Pressure
57859,VM3A.AHU.AHU03.Supply Air Pressure Sp,VM3A,AHU,AHU03,Supply Air Pressure Sp
57860,VM3A.AHU.AHU03.Supply Air Temp,VM3A,AHU,AHU03,Supply Air Temp
57861,VM3A.AHU.AHU03.Supply Air Temp Sp,VM3A,AHU,AHU03,Supply Air Temp Sp
57862,VM3A.AHU.AHU03.Supply Fan Proof,VM3A,AHU,AHU03,Supply Fan Proof
57863,VM3A.AHU.AHU03.Supply Fan VFD Frequency,VM3A,AHU,AHU03,Supply Fan VFD Frequency
57864,VM3A.AHU.AHU04.Cooling Valve Output,VM3A,AHU,AHU04,Cooling Valve Output
57865,VM3A.AHU.AHU04.Heating Valve Output,VM3A,AHU,AHU04,Heating Valve Output
57866,VM3A.AHU.AHU04.Outside Air Temp,VM3A,AHU,AHU04,Outside Air Temp
57867,VM3A.AHU.AHU04.Supply Air Fan Start/Stop,VM3A,AHU,AHU04,Supply Air Fan Start/Stop
57868,VM3A.AHU.AHU04.Supply Air Fan VFD Power,VM3A,AHU,AHU04,Supply Air Fan VFD Power
57869,VM3A.AHU.AHU04.Supply Air Pressure,VM3A,AHU,AHU04,Supply Air Pressure
57870,VM3A.AHU.AHU04.Supply Air Temp,VM3A,AHU,AHU04,Supply Air Temp
57871,VM3A.AHU.AHU04.Supply Air Temp Sp,VM3A,AHU,AHU04,Supply Air Temp Sp
57872,VM3A.AHU.AHU04.Supply Fan Proof,VM3A,AHU,AHU04,Supply Fan Proof
57873,VM3A.AHU.AHU05.Cooling Valve Output,VM3A,AHU,AHU05,Cooling Valve Output
57874,VM3A.AHU.AHU05.Heating Valve Output,VM3A,AHU,AHU05,Heating Valve Output
57875,VM3A.AHU.AHU05.Outside Air Temp,VM3A,AHU,AHU05,Outside Air Temp
57876,VM3A.AHU.AHU05.Supply Air Fan Start/Stop,VM3A,AHU,AHU05,Supply Air Fan Start/Stop
57877,VM3A.AHU.AHU05.Supply Air Fan VFD Power,VM3A,AHU,AHU05,Supply Air Fan VFD Power
57878,VM3A.AHU.AHU05.Supply Air Pressure,VM3A,AHU,AHU05,Supply Air Pressure
57879,VM3A.AHU.AHU05.Supply Air Temp,VM3A,AHU,AHU05,Supply Air Temp
57880,VM3A.AHU.AHU05.Supply Air Temp Sp,VM3A,AHU,AHU05,Supply Air Temp Sp
57881,VM3A.AHU.AHU05.Supply Fan Proof,VM3A,AHU,AHU05,Supply Fan Proof
57882,VM3A.AHU.AHU06.Cooling Valve Output,VM3A,AHU,AHU06,Cooling Valve Output
57883,VM3A.AHU.AHU06.Heating Valve Output,VM3A,AHU,AHU06,Heating Valve Output
57884,VM3A.AHU.AHU06.Outside Air Temp,VM3A,AHU,AHU06,Outside Air Temp
57885,VM3A.AHU.AHU06.Supply Air Fan Start/Stop,VM3A,AHU,AHU06,Supply Air Fan Start/Stop
57886,VM3A.AHU.AHU06.Supply Air Fan VFD Power,VM3A,AHU,AHU06,Supply Air Fan VFD Power
57887,VM3A.AHU.AHU06.Supply Air Pressure,VM3A,AHU,AHU06,Supply Air Pressure
57888,VM3A.AHU.AHU06.Supply Air Temp,VM3A,AHU,AHU06,Supply Air Temp
57889,VM3A.AHU.AHU06.Supply Air Temp Sp,VM3A,AHU,AHU06,Supply Air Temp Sp
57890,VM3A.AHU.AHU06.Supply Fan Proof,VM3A,AHU,AHU06,Supply Fan Proof
57891,VM3A.AHU.AHU07.Cooling Valve Output,VM3A,AHU,AHU07,Cooling Valve Output
